,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
4891,4891.0,2021-06-09 16:16:46.899434+00:00,x,y,2021-06-23 17:00:00+00:00,2021-06-23 18:59:00+00:00,gamma,True,20,1,c-6,4891,8650
645,645.0,2021-08-09 16:39:54.421160+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,15,1,a-7,645,9900
344,344.0,2021-07-15 16:43:53.175218+00:00,x,y,2021-07-19 10:00:00+00:00,2021-07-19 12:00:00+00:00,gamma,True,20,1,c-2,344,8739
4316,4316.0,2021-08-29 08:08:01.982216+00:00,x,y,2021-09-04 13:00:00+00:00,2021-09-04 15:00:00+00:00,alpha,True,20,1,a-9,4316,8697
4599,4599.0,2021-08-28 06:14:24.774428+00:00,x,y,2021-08-30 02:00:00+00:00,2021-08-30 03:55:00+00:00,beta,True,40,0,b-73,4599,8739
4200,4200.0,2021-03-15 11:11:00.007873+00:00,x,y,2021-03-23 11:00:00+00:00,2021-03-23 13:00:00+00:00,gamma,True,20,1,c-4,4200,7400
284,284.0,2021-02-09 20:44:22.565882+00:00,x,y,2021-02-28 05:00:00+00:00,2021-02-28 06:55:00+00:00,beta,True,35,0,b-1,284,10227
1494,1494.0,2021-07-03 20:19:11.548539+00:00,x,y,2021-07-12 07:00:00+00:00,2021-07-12 09:00:00+00:00,alpha,True,35,1,a-5,1494,8739
1037,1037.0,2021-05-21 19:25:50.780397+00:00,x,y,2021-06-05 10:00:00+00:00,2021-06-05 12:00:00+00:00,alpha,True,35,1,a-9,1037,8155
3736,3736.0,2021-07-30 13:58:52.171578+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,True,20,2,c-6,3736,10721
4020,4020.0,2021-03-25 22:39:23.520096+00:00,x,y,2021-03-31 14:00:00+00:00,2021-03-31 15:55:00+00:00,beta,True,20,0,b-9,4020,10227
2615,2615.0,2021-03-02 18:47:35.253148+00:00,x,y,2021-03-16 05:15:00+00:00,2021-03-16 07:25:00+00:00,alpha,True,35,1,a-1,2615,10227
1661,1661.0,2021-07-21 01:50:18.660132+00:00,x,y,2021-07-22 13:00:00+00:00,2021-07-22 15:00:00+00:00,alpha,True,15,1,a-9,1661,8155
4536,4536.0,2021-01-29 08:59:16.923894+00:00,x,y,2021-01-31 05:00:00+00:00,2021-01-31 07:00:00+00:00,gamma,True,0,0,c-2,4536,8739
4467,4467.0,2021-07-14 17:35:28.364189+00:00,x,y,2021-08-07 16:00:00+00:00,2021-08-07 18:00:00+00:00,alpha,True,15,1,a-23,4467,8739
3175,3175.0,2021-07-27 09:41:06.306033+00:00,x,y,2021-07-27 17:00:00+00:00,2021-07-27 18:59:00+00:00,gamma,True,20,1,c-6,3175,10227
3231,3231.0,2021-08-22 17:22:44.671858+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,alpha,True,15,1,a-7,3231,10227
4710,4710.0,2021-06-29 17:39:08.312870+00:00,x,y,2021-08-20 10:35:00+00:00,2021-08-20 12:35:00+00:00,gamma,True,20,1,c-2,4710,8739
3988,3988.0,2021-06-18 20:13:37.537807+00:00,x,y,2021-07-02 14:00:00+00:00,2021-07-02 16:00:00+00:00,gamma,True,20,1,c-4,3988,10227
2623,2623.0,2021-07-01 08:26:38.099760+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,15,1,a-7,2623,7400
912,912.0,2021-03-29 16:15:04.343617+00:00,x,y,2021-04-02 11:00:00+00:00,2021-04-02 13:00:00+00:00,gamma,True,20,2,c-4,912,8697
2393,2393.0,2021-06-08 04:43:04.793235+00:00,x,y,2021-06-09 05:00:00+00:00,2021-06-09 07:00:00+00:00,gamma,True,20,2,c-2,2393,9150
2226,2226.0,2021-06-01 19:50:51.836007+00:00,x,y,2021-06-14 16:00:00+00:00,2021-06-14 18:00:00+00:00,alpha,True,35,1,a-23,2226,8650
549,549.0,2021-01-18 14:58:29.214284+00:00,x,y,2021-01-20 11:00:00+00:00,2021-01-20 13:00:00+00:00,gamma,True,0,0,c-4,549,9877
1590,1590.0,2021-04-18 21:51:06.058977+00:00,x,y,2021-05-07 05:00:00+00:00,2021-05-07 07:00:00+00:00,gamma,True,20,1,c-2,1590,9150
3294,3294.0,2021-08-11 04:02:17.725302+00:00,x,y,2021-08-13 10:00:00+00:00,2021-08-13 12:00:00+00:00,gamma,True,20,2,c-2,3294,10227
182,182.0,2021-06-23 21:07:45.887430+00:00,x,y,2021-06-28 14:00:00+00:00,2021-06-28 16:00:00+00:00,gamma,True,20,2,c-4,182,8697
1921,1921.0,2021-01-11 04:27:31.592979+00:00,x,y,2021-03-29 08:00:00+00:00,2021-03-29 09:55:00+00:00,beta,False,20,0,b-69,1921,7400
3649,3649.0,2021-01-03 15:04:47.910673+00:00,x,y,2021-01-05 11:00:00+00:00,2021-01-05 13:00:00+00:00,gamma,True,32,1,c-4,3649,10721
113,113.0,2021-03-31 14:34:55.129683+00:00,x,y,2021-04-01 13:30:00+00:00,2021-04-01 15:30:00+00:00,alpha,True,15,1,a-5,113,10227
2736,2736.0,2021-07-30 21:59:33.675337+00:00,x,y,2021-08-02 17:00:00+00:00,2021-08-02 18:59:00+00:00,gamma,True,20,1,c-6,2736,9877
1695,1695.0,2021-04-23 16:23:10.483537+00:00,x,y,2021-04-26 05:00:00+00:00,2021-04-26 07:00:00+00:00,alpha,True,15,1,a-1,1695,8697
4956,4956.0,2021-07-06 19:14:32.684846+00:00,x,y,2021-07-21 09:45:00+00:00,2021-07-21 11:45:00+00:00,gamma,True,20,1,c-2,4956,10400
4486,4486.0,2021-05-30 18:39:03.108161+00:00,x,y,2021-06-20 10:00:00+00:00,2021-06-20 12:00:00+00:00,alpha,True,35,1,a-9,4486,8697
4662,4662.0,2021-02-27 10:50:17.385901+00:00,x,y,2021-03-06 08:00:00+00:00,2021-03-06 09:55:00+00:00,beta,True,20,0,b-67,4662,11410
2257,2257.0,2021-04-27 10:38:55.126784+00:00,x,y,2021-06-24 14:00:00+00:00,2021-06-24 15:55:00+00:00,beta,True,20,0,b-9,2257,11742
1096,1096.0,2021-07-03 20:53:55.607031+00:00,x,y,2021-07-05 16:00:00+00:00,2021-07-05 18:00:00+00:00,alpha,True,15,1,a-23,1096,9877
2564,2564.0,2021-02-01 19:12:30.358235+00:00,x,y,2021-03-31 17:00:00+00:00,2021-03-31 18:59:00+00:00,gamma,True,32,2,c-6,2564,9877
4291,4291.0,2021-05-21 06:59:25.223347+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 13:00:00+00:00,gamma,True,20,1,c-4,4291,8697
3360,3360.0,2021-03-27 15:35:32.780275+00:00,x,y,2021-04-04 17:00:00+00:00,2021-04-04 18:59:00+00:00,gamma,True,20,1,c-6,3360,8739
1733,1733.0,2021-08-25 21:52:26.178045+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,gamma,True,20,2,c-2,1733,8697
1468,1468.0,2021-05-17 11:17:00.337799+00:00,x,y,2021-05-19 10:00:00+00:00,2021-05-19 12:00:00+00:00,alpha,True,15,1,a-9,1468,10227
3624,3624.0,2021-08-16 12:12:56.982384+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,20,1,a-23,3624,10400
3293,3293.0,2021-08-13 17:20:35.073219+00:00,x,y,2021-08-21 10:35:00+00:00,2021-08-21 12:35:00+00:00,omega,True,20,1,d-3,3293,8739
1031,1031.0,2021-08-11 15:29:37.847807+00:00,x,y,2021-08-25 04:40:00+00:00,2021-08-25 06:40:00+00:00,omega,True,20,1,d-1,1031,8739
477,477.0,2021-08-20 17:58:48.612776+00:00,x,y,2021-09-09 14:00:00+00:00,2021-09-09 15:55:00+00:00,beta,True,20,0,b-9,477,7400
3410,3410.0,2021-08-09 22:59:43.805382+00:00,x,y,2021-08-13 13:15:00+00:00,2021-08-13 15:15:00+00:00,alpha,True,15,1,a-9,3410,8650
589,589.0,2021-02-15 13:45:48.840040+00:00,x,y,2021-02-21 16:00:00+00:00,2021-02-21 18:10:00+00:00,alpha,True,35,1,a-7,589,13097
4591,4591.0,2021-05-20 09:04:58.672800+00:00,x,y,2021-05-26 11:00:00+00:00,2021-05-26 13:00:00+00:00,gamma,True,20,2,c-4,4591,10227
3959,3959.0,2021-08-27 09:49:48.239252+00:00,x,y,2021-09-08 11:00:00+00:00,2021-09-08 12:55:00+00:00,beta,True,20,0,b-69,3959,10227
1847,1847.0,2021-08-14 08:59:08.748741+00:00,x,y,2021-10-18 17:00:00+00:00,2021-10-18 18:59:00+00:00,gamma,True,20,1,c-6,1847,8739
817,817.0,2021-04-05 18:08:50.665760+00:00,x,y,2021-04-25 15:30:00+00:00,2021-04-25 17:30:00+00:00,alpha,True,15,1,a-7,817,7400
4317,4317.0,2021-01-02 15:48:30.847175+00:00,x,y,2021-01-07 11:00:00+00:00,2021-01-07 13:00:00+00:00,gamma,True,32,2,c-4,4317,9877
2041,2041.0,2021-03-02 14:26:10.341660+00:00,x,y,2021-03-24 05:15:00+00:00,2021-03-24 07:25:00+00:00,alpha,True,35,1,a-1,2041,9900
2620,2620.0,2021-04-12 07:57:49.454921+00:00,x,y,2021-04-22 05:00:00+00:00,2021-04-22 07:00:00+00:00,gamma,True,20,2,c-2,2620,8697
1866,1866.0,2021-04-24 19:27:57.153781+00:00,x,y,2021-05-24 14:00:00+00:00,2021-05-24 15:55:00+00:00,beta,True,20,0,b-9,1866,13097
3629,3629.0,2021-08-13 13:09:31.983612+00:00,x,y,2021-08-18 14:00:00+00:00,2021-08-18 16:00:00+00:00,gamma,True,20,2,c-4,3629,8697
4472,4472.0,2021-07-09 06:57:25.640102+00:00,x,y,2021-07-16 09:45:00+00:00,2021-07-16 11:45:00+00:00,gamma,True,20,1,c-2,4472,8395
746,746.0,2021-02-19 16:11:33.289059+00:00,x,y,2021-02-20 16:00:00+00:00,2021-02-20 18:10:00+00:00,alpha,True,15,1,a-7,746,8697
4527,4527.0,2021-04-01 06:05:30.959781+00:00,x,y,2021-04-02 05:00:00+00:00,2021-04-02 07:00:00+00:00,gamma,True,20,1,c-2,4527,9900
2711,2711.0,2021-06-26 11:42:54.525638+00:00,x,y,2021-08-22 05:00:00+00:00,2021-08-22 06:55:00+00:00,beta,True,20,0,b-1,2711,8739
1843,1843.0,2021-03-08 09:49:35.788728+00:00,x,y,2021-03-08 15:30:00+00:00,2021-03-08 17:30:00+00:00,alpha,True,15,1,a-7,1843,8650
3990,3990.0,2021-04-09 14:46:17.992436+00:00,x,y,2021-04-11 17:00:00+00:00,2021-04-11 18:59:00+00:00,gamma,True,0,0,c-6,3990,7400
4465,4465.0,2021-02-01 03:51:39.510201+00:00,x,y,2021-02-28 05:15:00+00:00,2021-02-28 07:25:00+00:00,alpha,True,0,0,a-1,4465,10227
78,78.0,2021-01-03 03:49:57.024035+00:00,x,y,2021-02-19 13:30:00+00:00,2021-02-19 15:40:00+00:00,alpha,True,20,1,a-5,78,10721
273,273.0,2021-05-30 10:48:00.052925+00:00,x,y,2021-06-04 05:00:00+00:00,2021-06-04 07:00:00+00:00,gamma,True,20,1,c-2,273,10227
3938,3938.0,2021-06-01 17:19:20.058389+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 18:00:00+00:00,alpha,True,35,1,a-23,3938,8697
3548,3548.0,2021-01-23 12:24:53.156451+00:00,x,y,2021-01-25 16:00:00+00:00,2021-01-25 18:10:00+00:00,alpha,True,20,1,a-7,3548,8697
2674,2674.0,2021-06-12 18:42:06.370339+00:00,x,y,2021-06-18 11:00:00+00:00,2021-06-18 12:55:00+00:00,beta,True,20,0,b-69,2674,10227
4524,4524.0,2021-08-27 20:13:27.203135+00:00,x,y,2021-09-01 08:00:00+00:00,2021-09-01 09:55:00+00:00,beta,True,40,0,b-67,4524,7400
213,213.0,2021-07-14 12:55:58.033188+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20,2,c-4,213,10721
4326,4326.0,2021-03-08 17:49:58.943876+00:00,x,y,2021-03-30 05:00:00+00:00,2021-03-30 07:00:00+00:00,gamma,True,20,2,c-2,4326,10227
2645,2645.0,2021-07-30 10:23:21.903666+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,gamma,True,20,2,c-2,2645,19845
1210,1210.0,2021-07-11 10:46:48.997694+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20,1,c-6,1210,8650
4322,4322.0,2021-08-07 22:32:28.546677+00:00,x,y,2021-08-18 17:05:00+00:00,2021-08-18 19:05:00+00:00,omega,True,20,1,d-5,4322,11716
3626,3626.0,2021-03-21 15:26:23.021182+00:00,x,y,2021-03-30 14:00:00+00:00,2021-03-30 15:55:00+00:00,beta,True,20,0,b-9,3626,7400
1194,1194.0,2021-07-25 14:31:41.794734+00:00,x,y,2021-07-27 13:00:00+00:00,2021-07-27 15:00:00+00:00,alpha,True,35,1,a-9,1194,8739
2700,2700.0,2021-02-26 20:54:55.344909+00:00,x,y,2021-03-24 05:00:00+00:00,2021-03-24 07:00:00+00:00,gamma,True,20,2,c-2,2700,8650
754,754.0,2021-06-10 18:14:19.719273+00:00,x,y,2021-07-16 13:00:00+00:00,2021-07-16 15:00:00+00:00,alpha,True,35,1,a-9,754,7400
4257,4257.0,2021-06-05 13:56:24.123212+00:00,x,y,2021-06-29 04:00:00+00:00,2021-06-29 06:00:00+00:00,alpha,True,15,1,a-1,4257,8739
3849,3849.0,2021-08-28 06:56:05.561583+00:00,x,y,2021-08-30 07:00:00+00:00,2021-08-30 09:00:00+00:00,alpha,True,20,1,a-5,3849,8739
3051,3051.0,2021-08-20 17:51:48.259802+00:00,x,y,2021-09-06 10:00:00+00:00,2021-09-06 12:00:00+00:00,alpha,True,20,1,a-7,3051,9877
1584,1584.0,2021-05-04 01:27:42.968354+00:00,x,y,2021-05-21 11:00:00+00:00,2021-05-21 13:00:00+00:00,gamma,True,0,0,c-4,1584,8739
1383,1383.0,2021-03-07 02:14:00.519930+00:00,x,y,2021-03-31 14:00:00+00:00,2021-03-31 15:55:00+00:00,beta,True,40,0,b-9,1383,8697
2174,2174.0,2021-08-08 20:06:36.133644+00:00,x,y,2021-08-23 17:05:00+00:00,2021-08-23 19:05:00+00:00,omega,True,20,1,d-5,2174,9900
1739,1739.0,2021-06-03 22:58:32.187079+00:00,x,y,2021-06-12 13:00:00+00:00,2021-06-12 15:00:00+00:00,alpha,True,35,1,a-9,1739,10227
152,152.0,2021-01-10 17:29:19.898798+00:00,x,y,2021-01-15 16:00:00+00:00,2021-01-15 18:10:00+00:00,alpha,True,20,1,a-7,152,8739
687,687.0,2021-06-06 18:36:11.467598+00:00,x,y,2021-06-10 16:00:00+00:00,2021-06-10 18:00:00+00:00,alpha,True,35,1,a-23,687,7400
3045,3045.0,2021-07-13 17:16:34.229602+00:00,x,y,2021-07-19 07:00:00+00:00,2021-07-19 09:00:00+00:00,alpha,True,15,1,a-5,3045,8739
397,397.0,2021-06-10 08:10:44.734955+00:00,x,y,2021-06-11 07:40:00+00:00,2021-06-11 09:40:00+00:00,alpha,True,35,1,a-5,397,9877
4143,4143.0,2021-04-07 11:29:00.168776+00:00,x,y,2021-04-11 05:00:00+00:00,2021-04-11 07:00:00+00:00,alpha,True,15,1,a-1,4143,11716
341,341.0,2021-06-23 10:48:51.486778+00:00,x,y,2021-06-26 10:00:00+00:00,2021-06-26 12:00:00+00:00,alpha,True,35,1,a-7,341,8650
2666,2666.0,2021-04-25 22:01:16.318444+00:00,x,y,2021-05-01 05:00:00+00:00,2021-05-01 06:55:00+00:00,beta,True,20,0,b-1,2666,8739
4069,4069.0,2021-05-15 17:40:36.028495+00:00,x,y,2021-05-22 16:00:00+00:00,2021-05-22 18:00:00+00:00,alpha,True,35,1,a-7,4069,8739
1203,1203.0,2021-07-07 13:05:22.658711+00:00,x,y,2021-07-20 09:45:00+00:00,2021-07-20 11:45:00+00:00,gamma,True,20,2,c-2,1203,8739
1058,1058.0,2021-06-25 19:09:50.995501+00:00,x,y,2021-07-15 09:45:00+00:00,2021-07-15 11:45:00+00:00,gamma,True,20,1,c-2,1058,10227
1478,1478.0,2021-06-13 13:16:18.588774+00:00,x,y,2021-06-27 16:00:00+00:00,2021-06-27 18:00:00+00:00,alpha,True,15,1,a-23,1478,10227
2939,2939.0,2021-08-23 12:18:40.511053+00:00,x,y,2021-11-10 16:00:00+00:00,2021-11-10 18:00:00+00:00,alpha,True,15,1,a-23,2939,10400
3968,3968.0,2021-04-23 08:28:37.845226+00:00,x,y,2021-04-24 14:00:00+00:00,2021-04-24 15:55:00+00:00,beta,True,20,0,b-9,3968,8697
4072,4072.0,2021-07-05 20:14:19.294310+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,True,20,2,c-6,4072,8697
2749,2749.0,2021-06-05 20:23:33.067187+00:00,x,y,2021-06-07 04:00:00+00:00,2021-06-07 06:00:00+00:00,alpha,True,15,1,a-1,2749,8697
1577,1577.0,2021-01-12 15:01:33.488130+00:00,x,y,2021-02-02 05:15:00+00:00,2021-02-02 07:25:00+00:00,alpha,True,20,1,a-1,1577,8739
2178,2178.0,2021-07-04 23:34:46.969559+00:00,x,y,2021-07-17 09:45:00+00:00,2021-07-17 11:45:00+00:00,gamma,True,20,1,c-2,2178,8739
935,935.0,2021-07-29 20:38:20.069175+00:00,x,y,2021-07-31 13:00:00+00:00,2021-07-31 15:00:00+00:00,alpha,True,35,1,a-9,935,9150
3212,3212.0,2021-08-08 19:14:05.056473+00:00,x,y,2021-08-18 07:50:00+00:00,2021-08-18 09:45:00+00:00,beta,True,20,0,b-67,3212,8739
2275,2275.0,2021-07-07 16:35:06.591061+00:00,x,y,2021-07-08 10:00:00+00:00,2021-07-08 12:00:00+00:00,alpha,True,35,1,a-7,2275,8739
2385,2385.0,2021-07-09 15:37:41.232412+00:00,x,y,2021-08-16 17:00:00+00:00,2021-08-16 18:59:00+00:00,gamma,True,20,1,c-6,2385,10227
2051,2051.0,2021-06-23 17:40:59.437125+00:00,x,y,2021-06-27 13:00:00+00:00,2021-06-27 15:00:00+00:00,alpha,True,35,1,a-9,2051,7400
529,529.0,2021-07-24 04:22:28.533787+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20,2,c-4,529,13097
899,899.0,2021-05-24 05:54:10.705959+00:00,x,y,2021-05-25 17:00:00+00:00,2021-05-25 18:59:00+00:00,gamma,True,20,2,c-6,899,8697
3261,3261.0,2021-07-06 08:21:44.266540+00:00,x,y,2021-10-14 17:00:00+00:00,2021-10-14 18:59:00+00:00,gamma,True,20,2,c-6,3261,14267
4068,4068.0,2021-08-28 06:49:53.677782+00:00,x,y,2021-09-27 04:00:00+00:00,2021-09-27 06:00:00+00:00,alpha,True,15,1,a-1,4068,10227
773,773.0,2021-02-24 14:15:30.163369+00:00,x,y,2021-03-25 05:00:00+00:00,2021-03-25 06:55:00+00:00,beta,True,20,0,b-1,773,10227
3594,3594.0,2021-07-13 13:07:08.421632+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,True,20,2,c-6,3594,9877
1244,1244.0,2021-02-08 13:46:25.185367+00:00,x,y,2021-02-09 11:00:00+00:00,2021-02-09 13:00:00+00:00,gamma,True,0,0,c-4,1244,10227
2566,2566.0,2021-08-18 13:25:00.317856+00:00,x,y,2021-08-19 07:00:00+00:00,2021-08-19 09:00:00+00:00,alpha,True,15,1,a-5,2566,9877
2102,2102.0,2021-06-07 04:30:55.760883+00:00,x,y,2021-06-23 05:00:00+00:00,2021-06-23 07:00:00+00:00,gamma,True,20,1,c-2,2102,8697
313,313.0,2021-08-22 06:39:21.490975+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,gamma,True,20,2,c-2,313,8697
3012,3012.0,2021-04-20 10:17:23.492527+00:00,x,y,2021-06-07 05:00:00+00:00,2021-06-07 07:00:00+00:00,alpha,True,35,1,a-1,3012,8739
4687,4687.0,2021-05-10 10:18:06.751348+00:00,x,y,2021-05-13 13:30:00+00:00,2021-05-13 15:30:00+00:00,alpha,True,15,1,a-5,4687,11716
4371,4371.0,2021-03-08 17:23:59.169835+00:00,x,y,2021-03-26 11:00:00+00:00,2021-03-26 12:55:00+00:00,beta,True,20,0,b-69,4371,13097
4705,4705.0,2021-07-12 11:29:14.486439+00:00,x,y,2021-08-04 16:00:00+00:00,2021-08-04 18:00:00+00:00,alpha,True,35,1,a-23,4705,13675
4455,4455.0,2021-03-25 10:44:29.568435+00:00,x,y,2021-04-25 14:00:00+00:00,2021-04-25 15:55:00+00:00,beta,True,20,0,b-9,4455,8739
2471,2471.0,2021-07-03 15:11:45.057128+00:00,x,y,2021-07-13 10:00:00+00:00,2021-07-13 12:00:00+00:00,alpha,True,35,1,a-7,2471,10227
4859,4859.0,2021-05-03 20:42:53.695040+00:00,x,y,2021-06-08 14:00:00+00:00,2021-06-08 15:55:00+00:00,beta,True,20,0,b-9,4859,8739
1917,1917.0,2021-07-20 00:25:06.182352+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,True,20,2,c-4,1917,8739
1562,1562.0,2021-06-02 09:38:26.598491+00:00,x,y,2021-06-24 16:00:00+00:00,2021-06-24 18:00:00+00:00,alpha,True,15,1,a-23,1562,11716
743,743.0,2021-07-15 11:37:20.344551+00:00,x,y,2021-07-16 10:00:00+00:00,2021-07-16 12:00:00+00:00,alpha,True,35,1,a-7,743,8650
2207,2207.0,2021-05-07 21:09:10.366170+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 06:55:00+00:00,beta,True,20,0,b-1,2207,8697
438,438.0,2021-08-13 01:55:25.630222+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,alpha,True,20,1,a-7,438,8650
893,893.0,2021-07-03 09:29:05.310898+00:00,x,y,2021-07-16 10:00:00+00:00,2021-07-16 12:00:00+00:00,alpha,True,15,1,a-7,893,8739
4893,4893.0,2021-08-27 09:52:55.977116+00:00,x,y,2021-09-29 11:00:00+00:00,2021-09-29 13:00:00+00:00,gamma,True,20,1,c-4,4893,9900
4158,4158.0,2021-06-05 13:00:18.656362+00:00,x,y,2021-06-25 17:00:00+00:00,2021-06-25 18:59:00+00:00,gamma,True,20,1,c-6,4158,8739
4346,4346.0,2021-05-14 17:37:40.763562+00:00,x,y,2021-05-16 13:00:00+00:00,2021-05-16 15:00:00+00:00,alpha,True,15,1,a-5,4346,10227
979,979.0,2021-04-30 11:38:16.565487+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,gamma,True,0,0,c-2,979,9405
864,864.0,2021-05-22 21:54:39.411109+00:00,x,y,2021-05-24 11:00:00+00:00,2021-05-24 12:55:00+00:00,beta,True,40,0,b-69,864,10227
2671,2671.0,2021-07-25 10:17:42.216932+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,alpha,True,35,1,a-7,2671,11742
1731,1731.0,2021-03-20 20:58:52.556787+00:00,x,y,2021-06-16 11:00:00+00:00,2021-06-16 13:00:00+00:00,gamma,True,20,2,c-4,1731,8697
432,432.0,2021-06-27 11:10:04.725830+00:00,x,y,2021-07-12 13:00:00+00:00,2021-07-12 15:00:00+00:00,alpha,True,15,1,a-9,432,8739
1074,1074.0,2021-08-27 05:55:31.941692+00:00,x,y,2021-09-12 04:00:00+00:00,2021-09-12 06:00:00+00:00,alpha,True,15,1,a-1,1074,8395
3590,3590.0,2021-08-04 01:53:16.087518+00:00,x,y,2021-08-21 07:00:00+00:00,2021-08-21 09:00:00+00:00,alpha,True,20,1,a-5,3590,8650
3746,3746.0,2021-08-14 14:38:39.093625+00:00,x,y,2021-08-24 05:00:00+00:00,2021-08-24 06:55:00+00:00,beta,True,40,0,b-1,3746,13097
3517,3517.0,2021-03-29 18:52:15.709358+00:00,x,y,2021-04-05 05:00:00+00:00,2021-04-05 07:00:00+00:00,alpha,True,35,1,a-1,3517,10227
2202,2202.0,2021-08-14 09:06:27.011241+00:00,x,y,2021-08-29 17:00:00+00:00,2021-08-29 18:59:00+00:00,gamma,True,20,1,c-6,2202,10227
1424,1424.0,2021-08-13 00:28:21.585359+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,15,1,a-9,1424,10227
67,67.0,2021-08-22 04:28:15.411641+00:00,x,y,2021-08-29 04:40:00+00:00,2021-08-29 06:40:00+00:00,omega,True,20,1,d-1,67,8739
4548,4548.0,2021-03-01 12:12:13.230790+00:00,x,y,2021-03-24 16:00:00+00:00,2021-03-24 18:10:00+00:00,alpha,True,35,1,a-7,4548,9645
4048,4048.0,2021-02-26 13:46:55.823501+00:00,x,y,2021-02-28 17:00:00+00:00,2021-02-28 18:59:00+00:00,gamma,True,0,0,c-6,4048,8650
4449,4449.0,2021-07-13 17:16:20.551190+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20,1,c-6,4449,9645
975,975.0,2021-03-01 13:57:09.583827+00:00,x,y,2021-03-02 16:00:00+00:00,2021-03-02 18:10:00+00:00,alpha,True,15,1,a-7,975,8739
641,641.0,2021-01-14 14:48:08.263214+00:00,x,y,2021-02-01 11:00:00+00:00,2021-02-01 13:00:00+00:00,gamma,True,32,2,c-4,641,10227
2149,2149.0,2021-07-12 12:13:27.769130+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,35,1,a-23,2149,10227
85,85.0,2021-02-05 01:36:56.772307+00:00,x,y,2021-02-05 16:00:00+00:00,2021-02-05 18:10:00+00:00,alpha,True,20,1,a-7,85,10227
2185,2185.0,2021-05-28 17:42:35.549678+00:00,x,y,2021-06-26 17:00:00+00:00,2021-06-26 18:59:00+00:00,gamma,True,20,2,c-6,2185,8739
4699,4699.0,2021-07-04 15:23:05.971003+00:00,x,y,2021-07-23 05:00:00+00:00,2021-07-23 07:00:00+00:00,alpha,True,35,1,a-1,4699,11716
2688,2688.0,2021-05-05 05:55:33.387867+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,gamma,True,20,1,c-2,2688,10227
3811,3811.0,2021-05-27 04:00:47.805178+00:00,x,y,2021-05-28 10:00:00+00:00,2021-05-28 12:00:00+00:00,alpha,True,35,1,a-9,3811,9877
2303,2303.0,2021-07-21 16:55:50.677188+00:00,x,y,2021-07-26 13:00:00+00:00,2021-07-26 15:00:00+00:00,alpha,True,15,1,a-9,2303,10227
4829,4829.0,2021-07-30 00:05:13.528677+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20,2,c-6,4829,14267
1089,1089.0,2021-04-20 16:43:28.838454+00:00,x,y,2021-05-19 05:00:00+00:00,2021-05-19 07:00:00+00:00,gamma,True,20,1,c-2,1089,8739
786,786.0,2021-07-14 02:53:04.998151+00:00,x,y,2021-07-23 05:00:00+00:00,2021-07-23 07:00:00+00:00,alpha,True,35,1,a-1,786,8739
4125,4125.0,2021-07-01 10:28:53.596722+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 15:55:00+00:00,beta,True,40,0,b-9,4125,8697
4289,4289.0,2021-05-16 04:41:38.823658+00:00,x,y,2021-06-13 11:00:00+00:00,2021-06-13 13:00:00+00:00,gamma,True,20,1,c-4,4289,8697
