Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
181,2021-08-13 13:14:23.715074+00:00,x,y,2021-08-22 05:00:00+00:00,2021-08-22 06:55:00+00:00,beta,TRUE,40,0,b-1
182,2021-06-23 21:07:45.887430+00:00,x,y,2021-06-28 14:00:00+00:00,2021-06-28 16:00:00+00:00,gamma,TRUE,20,2,c-4
183,2021-02-07 15:17:02.069167+00:00,x,y,2021-03-07 14:00:00+00:00,2021-03-07 15:55:00+00:00,beta,TRUE,35,0,b-9
184,2021-04-27 22:06:24.127781+00:00,x,y,2021-06-23 13:30:00+00:00,2021-06-23 15:30:00+00:00,alpha,TRUE,15,1,a-5
185,2021-06-23 13:45:56.983231+00:00,x,y,2021-06-25 09:45:00+00:00,2021-06-25 11:45:00+00:00,gamma,TRUE,20,2,c-2
186,2021-05-05 09:23:29.104661+00:00,x,y,2021-05-08 11:00:00+00:00,2021-05-08 13:00:00+00:00,gamma,TRUE,20,1,c-4
187,2021-07-31 23:29:13.710059+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,TRUE,35,1,a-9
188,2021-07-10 16:50:13.681119+00:00,x,y,2021-07-19 14:00:00+00:00,2021-07-19 16:00:00+00:00,gamma,TRUE,20,2,c-4
189,2021-07-02 09:18:01.705965+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,TRUE,15,1,a-5
190,2021-03-01 19:02:35.379098+00:00,x,y,2021-03-05 05:00:00+00:00,2021-03-05 07:00:00+00:00,gamma,TRUE,20,1,c-2
191,2021-05-04 18:56:16.680976+00:00,x,y,2021-05-12 05:00:00+00:00,2021-05-12 07:00:00+00:00,gamma,TRUE,20,1,c-2
192,2021-08-19 21:24:50.435074+00:00,x,y,2021-08-20 17:40:00+00:00,2021-08-20 19:40:00+00:00,alpha,TRUE,15,1,a-23
193,2021-08-14 11:27:32.975845+00:00,x,y,2021-08-24 17:05:00+00:00,2021-08-24 19:05:00+00:00,omega,TRUE,20,1,d-5
194,2021-05-20 17:20:12.180558+00:00,x,y,2021-05-27 17:00:00+00:00,2021-05-27 18:59:00+00:00,gamma,TRUE,20,1,c-6
195,2021-03-26 04:55:36.814983+00:00,x,y,2021-04-01 11:00:00+00:00,2021-04-01 12:55:00+00:00,beta,TRUE,20,0,b-69
196,2021-05-20 10:14:19.238900+00:00,x,y,2021-05-21 13:00:00+00:00,2021-05-21 15:00:00+00:00,alpha,TRUE,35,1,a-5
197,2021-07-01 11:52:21.516845+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 18:00:00+00:00,alpha,TRUE,15,1,a-23
198,2021-07-02 12:01:48.655802+00:00,x,y,2021-07-23 13:00:00+00:00,2021-07-23 15:00:00+00:00,alpha,TRUE,35,1,a-9
199,2021-08-04 09:52:24.092560+00:00,x,y,2021-08-06 10:00:00+00:00,2021-08-06 12:00:00+00:00,gamma,TRUE,20,2,c-2
200,2021-08-28 05:20:00.300950+00:00,x,y,2021-12-03 11:00:00+00:00,2021-12-03 13:00:00+00:00,gamma,TRUE,20,2,c-4
201,2021-05-22 14:40:42.559689+00:00,x,y,2021-06-07 13:00:00+00:00,2021-06-07 15:00:00+00:00,alpha,TRUE,15,1,a-5
202,2021-07-20 11:07:28.068130+00:00,x,y,2021-07-30 11:00:00+00:00,2021-07-30 12:55:00+00:00,beta,TRUE,40,0,b-69
203,2021-02-03 06:25:25.673702+00:00,x,y,2021-02-22 05:00:00+00:00,2021-02-22 07:00:00+00:00,gamma,TRUE,32,1,c-2
204,2021-05-29 05:24:01.900333+00:00,x,y,2021-06-10 13:00:00+00:00,2021-06-10 15:00:00+00:00,alpha,TRUE,35,1,a-5
205,2021-06-29 11:13:59.399368+00:00,x,y,2021-07-11 07:00:00+00:00,2021-07-11 09:00:00+00:00,alpha,TRUE,35,1,a-5
206,2021-04-02 04:51:27.232219+00:00,x,y,2021-04-13 11:00:00+00:00,2021-04-13 13:00:00+00:00,gamma,TRUE,20,1,c-4
207,2021-01-11 05:41:59.354720+00:00,x,y,2021-01-29 11:00:00+00:00,2021-01-29 12:55:00+00:00,beta,FALSE,20,0,b-69
208,2021-06-26 11:29:51.564956+00:00,x,y,2021-06-28 09:45:00+00:00,2021-06-28 11:45:00+00:00,gamma,TRUE,20,2,c-2
209,2021-05-20 18:57:21.949741+00:00,x,y,2021-06-26 05:00:00+00:00,2021-06-26 07:00:00+00:00,alpha,TRUE,15,1,a-1
210,2021-07-28 16:31:28.516791+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 15:55:00+00:00,beta,TRUE,40,0,b-9
211,2021-07-28 16:51:42.976142+00:00,x,y,2021-08-09 17:00:00+00:00,2021-08-09 18:59:00+00:00,gamma,TRUE,20,1,c-6
212,2021-08-09 10:10:26.459400+00:00,x,y,2021-08-10 13:00:00+00:00,2021-08-10 15:00:00+00:00,alpha,TRUE,15,1,a-9
213,2021-07-14 12:55:58.033188+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,TRUE,20,2,c-4
214,2021-08-18 22:35:21.662900+00:00,x,y,2021-08-26 13:00:00+00:00,2021-08-26 15:00:00+00:00,alpha,TRUE,15,1,a-9
215,2021-01-27 08:32:32.022160+00:00,x,y,2021-02-01 11:00:00+00:00,2021-02-01 12:55:00+00:00,beta,TRUE,35,0,b-69
216,2021-01-22 07:40:39.452436+00:00,x,y,2021-02-05 05:15:00+00:00,2021-02-05 07:25:00+00:00,alpha,TRUE,0,0,a-1
217,2021-08-05 07:43:49.048366+00:00,x,y,2021-08-14 17:00:00+00:00,2021-08-14 18:59:00+00:00,gamma,TRUE,20,1,c-6
218,2021-03-25 08:16:46.215724+00:00,x,y,2021-03-30 17:00:00+00:00,2021-03-30 18:59:00+00:00,gamma,TRUE,20,2,c-6
219,2021-04-25 04:08:46.378481+00:00,x,y,2021-05-12 14:00:00+00:00,2021-05-12 15:55:00+00:00,beta,TRUE,20,0,b-9
220,2021-03-20 05:35:09.493842+00:00,x,y,2021-03-26 14:00:00+00:00,2021-03-26 15:55:00+00:00,beta,TRUE,20,0,b-9
221,2021-07-14 22:02:16.073975+00:00,x,y,2021-07-23 09:00:00+00:00,2021-07-23 11:00:00+00:00,alpha,TRUE,15,1,a-5
222,2021-03-08 15:58:41.416572+00:00,x,y,2021-03-15 14:00:00+00:00,2021-03-15 15:55:00+00:00,beta,TRUE,40,0,b-9
223,2021-08-26 10:57:26.240348+00:00,x,y,2021-09-25 17:00:00+00:00,2021-09-25 18:59:00+00:00,gamma,TRUE,20,2,c-6
224,2021-03-21 01:41:51.415376+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,TRUE,35,1,a-7
225,2021-05-21 09:53:23.773052+00:00,x,y,2021-05-28 13:00:00+00:00,2021-05-28 15:00:00+00:00,alpha,TRUE,15,1,a-5
226,2021-04-08 07:52:18.199740+00:00,x,y,2021-04-17 11:00:00+00:00,2021-04-17 13:00:00+00:00,gamma,TRUE,20,1,c-4
227,2021-07-24 06:33:20.075092+00:00,x,y,2021-08-03 17:00:00+00:00,2021-08-03 18:59:00+00:00,gamma,TRUE,20,2,c-6
228,2021-06-26 15:17:56.989246+00:00,x,y,2021-06-28 09:45:00+00:00,2021-06-28 11:45:00+00:00,gamma,TRUE,20,2,c-2
229,2021-07-15 10:28:36.134192+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,TRUE,20,1,c-6
230,2021-07-19 07:36:52.798666+00:00,x,y,2021-07-27 04:00:00+00:00,2021-07-27 06:00:00+00:00,alpha,TRUE,15,1,a-1
231,2021-01-08 16:29:02.308699+00:00,x,y,2021-01-31 13:00:00+00:00,2021-01-31 15:00:00+00:00,alpha,TRUE,0,0,a-5
232,2021-08-15 17:49:20.545707+00:00,x,y,2021-08-18 10:00:00+00:00,2021-08-18 12:00:00+00:00,gamma,TRUE,20,1,c-2
233,2021-03-11 10:00:39.762024+00:00,x,y,2021-03-22 17:00:00+00:00,2021-03-22 18:59:00+00:00,gamma,TRUE,20,1,c-6
234,2021-07-16 08:39:19.658932+00:00,x,y,2021-07-25 05:00:00+00:00,2021-07-25 06:55:00+00:00,beta,TRUE,40,0,b-1
235,2021-03-07 08:50:38.467403+00:00,x,y,2021-03-30 13:30:00+00:00,2021-03-30 15:30:00+00:00,alpha,TRUE,35,1,a-5
236,2021-04-28 05:52:08.293343+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,alpha,TRUE,15,1,a-1
237,2021-08-21 22:03:47.524700+00:00,x,y,2021-08-26 05:00:00+00:00,2021-08-26 06:55:00+00:00,beta,TRUE,40,0,b-1
238,2021-08-18 14:14:29.630482+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,TRUE,15,1,a-7
239,2021-02-08 19:29:16.473494+00:00,x,y,2021-02-09 16:00:00+00:00,2021-02-09 18:10:00+00:00,alpha,TRUE,0,0,a-7
240,2021-08-27 18:54:05.775191+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,gamma,TRUE,20,2,c-2
241,2021-08-05 11:07:44.281972+00:00,x,y,2021-08-21 10:35:00+00:00,2021-08-21 12:35:00+00:00,omega,TRUE,20,1,d-3
242,2021-07-13 13:56:57.108648+00:00,x,y,2021-07-29 05:00:00+00:00,2021-07-29 06:55:00+00:00,beta,TRUE,40,0,b-1
243,2021-08-04 08:36:19.179707+00:00,x,y,2021-08-21 04:00:00+00:00,2021-08-21 06:00:00+00:00,alpha,TRUE,15,1,a-1
244,2021-08-08 11:49:46.526888+00:00,x,y,2021-08-09 13:45:00+00:00,2021-08-09 15:40:00+00:00,beta,TRUE,40,0,b-69
245,2021-06-08 06:11:56.793976+00:00,x,y,2021-07-14 07:00:00+00:00,2021-07-14 09:00:00+00:00,alpha,TRUE,35,1,a-5
246,2021-07-24 06:31:33.632986+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,TRUE,20,1,c-6
247,2021-06-18 13:24:32.140570+00:00,x,y,2021-06-28 04:00:00+00:00,2021-06-28 06:00:00+00:00,alpha,TRUE,15,1,a-1
248,2021-05-26 13:11:42.726531+00:00,x,y,2021-06-16 11:00:00+00:00,2021-06-16 12:55:00+00:00,beta,TRUE,20,0,b-69
249,2021-07-13 10:06:15.691002+00:00,x,y,2021-07-25 05:00:00+00:00,2021-07-25 06:55:00+00:00,beta,TRUE,40,0,b-1
250,2021-07-12 05:49:09.142753+00:00,x,y,2021-07-19 09:45:00+00:00,2021-07-19 11:45:00+00:00,gamma,TRUE,20,2,c-2
251,2021-08-09 17:59:59.050597+00:00,x,y,2021-09-07 04:00:00+00:00,2021-09-07 06:00:00+00:00,alpha,TRUE,15,1,a-1
252,2021-06-01 15:42:51.855330+00:00,x,y,2021-06-07 04:00:00+00:00,2021-06-07 06:00:00+00:00,alpha,TRUE,35,1,a-1
253,2021-08-31 18:40:01.894158+00:00,x,y,2021-09-05 11:00:00+00:00,2021-09-05 12:55:00+00:00,beta,TRUE,40,0,b-69
254,2021-03-06 07:42:06.638413+00:00,x,y,2021-03-07 11:00:00+00:00,2021-03-07 13:00:00+00:00,gamma,TRUE,20,1,c-4
255,2021-05-06 08:03:43.801756+00:00,x,y,2021-05-11 11:00:00+00:00,2021-05-11 13:00:00+00:00,gamma,TRUE,20,1,c-4
256,2021-07-09 17:57:22.692982+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,TRUE,20,1,c-6
257,2021-07-30 06:59:42.617134+00:00,x,y,2021-08-06 05:00:00+00:00,2021-08-06 06:55:00+00:00,beta,TRUE,40,0,b-1
258,2021-07-12 13:01:29.174258+00:00,x,y,2021-07-29 16:00:00+00:00,2021-07-29 18:00:00+00:00,alpha,TRUE,35,1,a-23
259,2021-08-17 09:35:46.818216+00:00,x,y,2021-08-23 16:00:00+00:00,2021-08-23 18:00:00+00:00,alpha,TRUE,15,1,a-23
260,2021-07-15 15:24:46.582140+00:00,x,y,2021-08-07 10:00:00+00:00,2021-08-07 12:00:00+00:00,alpha,TRUE,35,1,a-7
261,2021-08-27 14:28:50.191555+00:00,x,y,2021-09-10 17:00:00+00:00,2021-09-10 18:59:00+00:00,gamma,TRUE,20,2,c-6
262,2021-07-02 04:21:14.379246+00:00,x,y,2021-07-10 04:00:00+00:00,2021-07-10 06:00:00+00:00,alpha,TRUE,35,1,a-1
263,2021-08-31 16:08:05.794282+00:00,x,y,2021-09-04 13:00:00+00:00,2021-09-04 15:00:00+00:00,alpha,TRUE,15,1,a-9
264,2021-05-30 12:44:06.241017+00:00,x,y,2021-06-02 05:00:00+00:00,2021-06-02 06:55:00+00:00,beta,TRUE,20,0,b-1
265,2021-07-20 11:40:50.125973+00:00,x,y,2021-07-21 13:00:00+00:00,2021-07-21 15:00:00+00:00,alpha,TRUE,35,1,a-9
266,2021-08-11 10:39:37.480265+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,TRUE,15,1,a-9
267,2021-08-10 06:07:44.319304+00:00,x,y,2021-08-12 04:40:00+00:00,2021-08-12 06:40:00+00:00,omega,TRUE,20,1,d-1
268,2021-06-12 13:59:11.355822+00:00,x,y,2021-06-23 16:00:00+00:00,2021-06-23 18:00:00+00:00,alpha,TRUE,35,1,a-23
269,2021-06-19 07:04:15.905678+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,TRUE,15,1,a-1
270,2021-07-11 11:17:15.599333+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,TRUE,20,1,c-6
271,2021-07-03 14:27:56.441770+00:00,x,y,2021-07-06 09:45:00+00:00,2021-07-06 11:45:00+00:00,gamma,TRUE,20,2,c-2
272,2021-08-26 12:18:37.535022+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,TRUE,20,2,c-6
273,2021-05-30 10:48:00.052925+00:00,x,y,2021-06-04 05:00:00+00:00,2021-06-04 07:00:00+00:00,gamma,TRUE,20,1,c-2
274,2021-07-05 13:53:50.001535+00:00,x,y,2021-08-12 05:00:00+00:00,2021-08-12 06:55:00+00:00,beta,TRUE,40,0,b-1
275,2021-07-24 00:24:16.754792+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,TRUE,35,1,a-1
276,2021-06-01 06:15:56.796198+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,alpha,TRUE,35,1,a-1
277,2021-05-02 03:42:25.393343+00:00,x,y,2021-05-09 11:00:00+00:00,2021-05-09 13:00:00+00:00,gamma,TRUE,20,1,c-4
278,2021-07-07 22:23:29.336035+00:00,x,y,2021-07-12 16:00:00+00:00,2021-07-12 18:00:00+00:00,alpha,TRUE,15,1,a-23
279,2021-01-28 10:08:56.968997+00:00,x,y,2021-02-03 17:00:00+00:00,2021-02-03 18:59:00+00:00,gamma,TRUE,0,0,c-6
280,2021-07-06 10:15:54.769524+00:00,x,y,2021-07-14 07:00:00+00:00,2021-07-14 09:00:00+00:00,alpha,TRUE,15,1,a-5
281,2021-06-30 03:59:15.713690+00:00,x,y,2021-09-10 11:00:00+00:00,2021-09-10 12:55:00+00:00,beta,TRUE,20,0,b-69
282,2021-07-24 06:19:32.497796+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:55:00+00:00,beta,TRUE,40,0,b-319
283,2021-01-30 18:38:03.119736+00:00,x,y,2021-02-12 05:00:00+00:00,2021-02-12 07:00:00+00:00,gamma,TRUE,32,1,c-2
284,2021-02-09 20:44:22.565882+00:00,x,y,2021-02-28 05:00:00+00:00,2021-02-28 06:55:00+00:00,beta,TRUE,35,0,b-1
285,2021-04-26 23:45:36.142609+00:00,x,y,2021-05-07 14:00:00+00:00,2021-05-07 15:55:00+00:00,beta,TRUE,40,0,b-9
286,2021-08-11 16:57:21.377955+00:00,x,y,2021-09-12 16:00:00+00:00,2021-09-12 18:00:00+00:00,alpha,TRUE,15,1,a-23
287,2021-06-11 18:49:08.073721+00:00,x,y,2021-06-21 05:00:00+00:00,2021-06-21 06:55:00+00:00,beta,TRUE,20,0,b-1
288,2021-05-09 15:08:04.541243+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,alpha,TRUE,15,1,a-1
289,2021-07-04 16:06:04.208847+00:00,x,y,2021-07-07 14:00:00+00:00,2021-07-07 16:00:00+00:00,gamma,TRUE,20,2,c-4
290,2021-07-27 10:48:45.463928+00:00,x,y,2021-08-11 05:00:00+00:00,2021-08-11 06:55:00+00:00,beta,TRUE,20,0,b-1
291,2021-07-26 17:15:47.677800+00:00,x,y,2021-07-31 16:00:00+00:00,2021-07-31 18:00:00+00:00,alpha,TRUE,35,1,a-23
292,2021-02-13 20:53:18.865742+00:00,x,y,2021-03-19 16:00:00+00:00,2021-03-19 18:10:00+00:00,alpha,TRUE,15,1,a-7
293,2021-01-06 15:03:55.276909+00:00,x,y,2021-01-09 11:00:00+00:00,2021-01-09 12:55:00+00:00,beta,FALSE,40,0,b-69
294,2021-05-08 16:17:47.689997+00:00,x,y,2021-05-14 17:00:00+00:00,2021-05-14 18:59:00+00:00,gamma,TRUE,20,2,c-6
295,2021-08-05 15:23:18.289292+00:00,x,y,2021-08-11 05:00:00+00:00,2021-08-11 06:55:00+00:00,beta,TRUE,20,0,b-1
296,2021-07-18 09:59:46.089530+00:00,x,y,2021-07-28 16:00:00+00:00,2021-07-28 18:00:00+00:00,alpha,TRUE,15,1,a-23
297,2021-07-16 15:37:18.247397+00:00,x,y,2021-07-27 17:00:00+00:00,2021-07-27 18:59:00+00:00,gamma,TRUE,20,1,c-6
298,2021-03-25 18:08:13.818949+00:00,x,y,2021-03-28 13:30:00+00:00,2021-03-28 15:30:00+00:00,alpha,TRUE,15,1,a-5
299,2021-01-22 17:13:17.284453+00:00,x,y,2021-01-27 13:00:00+00:00,2021-01-27 15:00:00+00:00,alpha,TRUE,0,0,a-5
300,2021-07-17 12:12:35.811676+00:00,x,y,2021-08-14 13:00:00+00:00,2021-08-14 15:00:00+00:00,alpha,TRUE,35,1,a-9
301,2021-04-25 00:27:46.689166+00:00,x,y,2021-05-24 15:30:00+00:00,2021-05-24 17:30:00+00:00,alpha,TRUE,35,1,a-7
302,2021-07-17 12:02:32.315111+00:00,x,y,2021-08-01 17:00:00+00:00,2021-08-01 18:59:00+00:00,gamma,TRUE,20,2,c-6
303,2021-07-10 20:55:03.662516+00:00,x,y,2021-07-24 09:45:00+00:00,2021-07-24 11:45:00+00:00,gamma,TRUE,20,1,c-2
304,2021-08-05 10:53:04.095949+00:00,x,y,2021-08-06 17:00:00+00:00,2021-08-06 18:59:00+00:00,gamma,TRUE,20,1,c-6
305,2021-07-11 10:29:32.376677+00:00,x,y,2021-07-21 10:00:00+00:00,2021-07-21 12:00:00+00:00,alpha,TRUE,15,1,a-7
306,2021-06-10 09:48:02.136968+00:00,x,y,2021-06-26 11:00:00+00:00,2021-06-26 12:55:00+00:00,beta,TRUE,20,0,b-69
307,2021-06-06 16:38:09.069369+00:00,x,y,2021-06-23 05:00:00+00:00,2021-06-23 06:55:00+00:00,beta,TRUE,20,0,b-1
308,2021-06-12 09:44:11.955616+00:00,x,y,2021-06-20 10:00:00+00:00,2021-06-20 12:00:00+00:00,alpha,TRUE,15,1,a-7
309,2021-08-09 08:18:46.461786+00:00,x,y,2021-08-15 17:00:00+00:00,2021-08-15 18:59:00+00:00,gamma,TRUE,20,1,c-6
310,2021-04-02 04:43:48.072879+00:00,x,y,2021-04-02 15:30:00+00:00,2021-04-02 17:30:00+00:00,alpha,TRUE,35,1,a-7
311,2021-06-22 05:59:32.670031+00:00,x,y,2021-06-25 13:00:00+00:00,2021-06-25 15:00:00+00:00,alpha,TRUE,35,1,a-9
312,2021-07-09 18:02:55.212120+00:00,x,y,2021-07-30 09:45:00+00:00,2021-07-30 11:45:00+00:00,gamma,TRUE,20,1,c-2
313,2021-08-22 06:39:21.490975+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,gamma,TRUE,20,2,c-2
314,2021-06-05 09:27:30.745155+00:00,x,y,2021-07-18 05:00:00+00:00,2021-07-18 07:00:00+00:00,gamma,TRUE,20,1,c-2
315,2021-05-19 15:33:25.237092+00:00,x,y,2021-10-17 05:00:00+00:00,2021-10-17 07:00:00+00:00,gamma,TRUE,20,2,c-2
316,2021-07-19 23:00:51.224510+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 16:00:00+00:00,gamma,TRUE,20,2,c-4
317,2021-07-24 15:09:26.962797+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,gamma,TRUE,20,2,c-2
318,2021-06-24 18:53:29.734202+00:00,x,y,2021-08-03 05:00:00+00:00,2021-08-03 06:55:00+00:00,beta,TRUE,40,0,b-1
319,2021-06-12 18:42:06.826210+00:00,x,y,2021-06-18 09:45:00+00:00,2021-06-18 11:45:00+00:00,gamma,TRUE,20,1,c-2
320,2021-02-21 00:52:38.539117+00:00,x,y,2021-02-22 13:00:00+00:00,2021-02-22 15:00:00+00:00,alpha,TRUE,35,1,a-5
321,2021-07-03 13:23:16.863251+00:00,x,y,2021-07-03 16:00:00+00:00,2021-07-03 18:00:00+00:00,alpha,TRUE,35,1,a-23
322,2021-07-16 14:58:11.382742+00:00,x,y,2021-07-19 14:00:00+00:00,2021-07-19 16:00:00+00:00,gamma,TRUE,20,2,c-4
323,2021-08-07 14:25:14.235078+00:00,x,y,2021-08-25 16:00:00+00:00,2021-08-25 18:00:00+00:00,alpha,TRUE,20,1,a-23
324,2021-01-06 22:57:25.651731+00:00,x,y,2021-01-15 13:00:00+00:00,2021-01-15 15:00:00+00:00,alpha,TRUE,0,0,a-5
325,2021-08-06 18:34:02.643521+00:00,x,y,2021-08-23 07:00:00+00:00,2021-08-23 09:00:00+00:00,alpha,TRUE,20,1,a-5
326,2021-08-29 06:15:39.877361+00:00,x,y,2021-08-31 10:35:00+00:00,2021-08-31 12:35:00+00:00,omega,TRUE,20,1,d-3
327,2021-08-13 08:33:03.388787+00:00,x,y,2021-08-28 10:35:00+00:00,2021-08-28 12:35:00+00:00,omega,TRUE,20,1,d-3
328,2021-01-25 06:54:25.872965+00:00,x,y,2021-02-23 14:00:00+00:00,2021-02-23 15:55:00+00:00,beta,TRUE,20,0,b-9
329,2021-06-18 10:24:37.054096+00:00,x,y,2021-07-04 16:00:00+00:00,2021-07-04 18:00:00+00:00,alpha,TRUE,35,1,a-23
330,2021-07-10 08:08:23.761922+00:00,x,y,2021-07-19 09:45:00+00:00,2021-07-19 11:45:00+00:00,gamma,TRUE,20,2,c-2
331,2021-04-07 16:11:36.658226+00:00,x,y,2021-04-09 05:00:00+00:00,2021-04-09 07:00:00+00:00,alpha,TRUE,15,1,a-1
332,2021-07-22 16:21:59.082010+00:00,x,y,2021-08-07 07:00:00+00:00,2021-08-07 09:00:00+00:00,alpha,TRUE,15,1,a-5
333,2021-02-10 12:24:39.446665+00:00,x,y,2021-02-24 17:00:00+00:00,2021-02-24 18:59:00+00:00,gamma,TRUE,32,1,c-6
334,2021-03-04 08:34:10.687292+00:00,x,y,2021-04-04 16:00:00+00:00,2021-04-04 17:55:00+00:00,beta,TRUE,20,0,b-19
335,2021-03-19 17:52:32.218482+00:00,x,y,2021-04-13 05:00:00+00:00,2021-04-13 07:00:00+00:00,alpha,TRUE,15,1,a-1
336,2021-08-25 08:06:49.426617+00:00,x,y,2021-09-07 07:00:00+00:00,2021-09-07 09:00:00+00:00,alpha,TRUE,20,1,a-5
337,2021-07-16 13:02:05.385526+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,TRUE,35,1,a-1
338,2021-01-23 14:11:08.208962+00:00,x,y,2021-02-07 05:15:00+00:00,2021-02-07 07:25:00+00:00,alpha,TRUE,0,0,a-1
339,2021-02-25 02:34:35.848314+00:00,x,y,2021-03-14 14:00:00+00:00,2021-03-14 15:55:00+00:00,beta,TRUE,20,0,b-9
340,2021-06-30 07:37:16.093462+00:00,x,y,2021-07-18 10:00:00+00:00,2021-07-18 12:00:00+00:00,alpha,TRUE,15,1,a-7
341,2021-06-23 10:48:51.486778+00:00,x,y,2021-06-26 10:00:00+00:00,2021-06-26 12:00:00+00:00,alpha,TRUE,35,1,a-7
342,2021-07-23 17:56:19.031291+00:00,x,y,2021-07-26 07:00:00+00:00,2021-07-26 09:00:00+00:00,alpha,TRUE,15,1,a-5
343,2021-06-23 06:32:08.089314+00:00,x,y,2021-07-01 17:00:00+00:00,2021-07-01 18:59:00+00:00,gamma,TRUE,20,1,c-6
344,2021-07-15 16:43:53.175218+00:00,x,y,2021-07-19 10:00:00+00:00,2021-07-19 12:00:00+00:00,gamma,TRUE,20,1,c-2
345,2021-07-21 22:59:34.770301+00:00,x,y,2021-08-11 10:00:00+00:00,2021-08-11 12:00:00+00:00,gamma,TRUE,20,2,c-2
346,2021-07-16 04:35:47.312851+00:00,x,y,2021-08-04 04:00:00+00:00,2021-08-04 06:00:00+00:00,alpha,TRUE,15,1,a-1
347,2021-04-20 10:35:43.812764+00:00,x,y,2021-06-21 11:00:00+00:00,2021-06-21 12:55:00+00:00,beta,TRUE,20,0,b-69
348,2021-07-22 10:27:25.173105+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,TRUE,20,2,c-6
349,2021-05-23 11:08:32.021212+00:00,x,y,2021-05-24 05:00:00+00:00,2021-05-24 07:00:00+00:00,gamma,TRUE,20,2,c-2
350,2021-05-16 01:22:25.895079+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,alpha,TRUE,35,1,a-1
351,2021-04-19 15:20:06.332832+00:00,x,y,2021-05-06 05:00:00+00:00,2021-05-06 07:00:00+00:00,gamma,TRUE,20,2,c-2
352,2021-07-12 03:47:55.076637+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,TRUE,15,1,a-9
353,2021-01-01 16:08:21.101504+00:00,x,y,2021-01-12 13:00:00+00:00,2021-01-12 15:00:00+00:00,alpha,TRUE,20,1,a-5
354,2021-05-08 15:30:00.865670+00:00,x,y,2021-05-10 14:00:00+00:00,2021-05-10 15:55:00+00:00,beta,TRUE,20,0,b-9
355,2021-02-13 12:11:51.626437+00:00,x,y,2021-02-16 13:00:00+00:00,2021-02-16 15:00:00+00:00,alpha,TRUE,15,1,a-5
356,2021-07-12 06:52:08.915206+00:00,x,y,2021-08-07 09:45:00+00:00,2021-08-07 11:45:00+00:00,gamma,TRUE,20,1,c-2
357,2021-07-01 11:45:23.311112+00:00,x,y,2021-07-16 09:45:00+00:00,2021-07-16 11:45:00+00:00,gamma,TRUE,20,2,c-2
358,2021-05-18 06:07:41.649642+00:00,x,y,2021-05-25 10:00:00+00:00,2021-05-25 12:00:00+00:00,alpha,TRUE,15,1,a-9
359,2021-07-31 11:47:34.183148+00:00,x,y,2021-08-01 16:00:00+00:00,2021-08-01 18:00:00+00:00,alpha,TRUE,15,1,a-23
360,2021-07-09 20:46:45.969796+00:00,x,y,2021-07-12 07:00:00+00:00,2021-07-12 09:00:00+00:00,alpha,TRUE,15,1,a-5
361,2021-05-08 18:13:41.999577+00:00,x,y,2021-05-12 17:00:00+00:00,2021-05-12 18:59:00+00:00,gamma,TRUE,20,1,c-6
